CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Satisfaction Score,Point Earned,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_1,IsActiveMember_1,Complain_1,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited
-0.7607860018984386,-1.3274936190253817,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0.42460549226186645,-0.009816137054176019,0.23232294697525388,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.09128685036925,-0.27860412131106305,-1.0417596792253108,0.9669114802146295,-0.9115834940401767,1.2163903409521621,1.4128124215220779,-1.6400747630429098,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-0.8228666561643946,0.48422460429935044,1.378685672134612,-1.2258476714090278,0.8077365626180215,-1.0721517054667205,0.7014981422339509,-0.7016626719699768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7918263290314166,0.38887101359804876,-0.695981771888179,1.0395750259469725,-0.9115834940401767,0.001690039053891126,1.4128124215220779,-0.4759125934571485,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-2.4783507699232223,-0.9460792562201749,-1.7333154938995745,-0.2690746311079832,0.8077365626180215,-0.8104496783748915,-0.721130416342303,-1.1664422453787409,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
-0.6159311419445411,0.0074566507928420294,-0.695981771888179,-1.2258476714090278,2.52705661927622,0.7021528985231289,-0.009816137054176019,-1.365633491125354,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-1.2160441331821163,-0.27860412131106305,0.6871298574603482,0.14145222877469335,-0.9115834940401767,0.9849420451757676,1.4128124215220779,0.09510231101647593,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.0091086189622627,0.1981638321954454,1.378685672134612,0.5389379904752859,0.8077365626180215,-0.31633078816391447,-0.009816137054176019,0.01985228484553318,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.350552217425021,0.2935174228967471,0.3413519501232164,-1.2258476714090278,0.8077365626180215,-1.1421041777545031,-0.721130416342303,1.3964851165610153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.7394964761954991,-0.9460792562201749,1.378685672134612,-1.2258476714090278,0.8077365626180215,0.7293439051333712,1.4128124215220779,-1.4630158779348093,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
-1.8161571244196912,0.5795781950006521,-1.7333154938995745,0.9260167093296419,-0.9115834940401767,-1.2566552636509198,-1.43244469563043,1.197293870814402,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-1.6609554887548013,-0.7553720748175714,-0.695981771888179,1.1022538431506914,-0.9115834940401767,0.2430378929672636,0.7014981422339509,-0.5998538130328189,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.5879320844968983,-0.5646648934149681,0.6871298574603482,0.00100507140589216,-0.9115834940401767,-0.028462140497060744,-0.721130416342303,1.7151911097555963,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2.063883767202561,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,-0.9115834940401767,-1.030773708690248,-0.009816137054176019,1.4938675033704707,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
-0.7090521233434752,0.1981638321954454,0.3413519501232164,-0.09834889947063385,0.8077365626180215,1.3560603601273575,1.4128124215220779,-0.8300303636733497,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.8471974515526692,0.10281024149414371,-0.35020386455104724,-1.2258476714090278,-0.9115834940401767,-0.5205574726887156,0.7014981422339509,-0.2722948755828328,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.919624881529618,1.1516997392084622,1.03290776479748,0.7378308850642105,-0.9115834940401767,1.4121157168917053,1.4128124215220779,0.9803967365569789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.9780682918292848,2.105235646221479,-1.0417596792253108,0.6560450295292659,-0.9115834940401767,-0.10322823597732225,-0.009816137054176019,0.8077643235765808,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1.8983353558266787,0.9609925578058589,-1.0417596792253108,0.8800272410904766,-0.9115834940401767,1.6393570917124016,-0.721130416342303,-0.17491248877337748,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.09799638211395333,2.105235646221479,-0.004425957213915414,1.2732771981989726,-0.9115834940401767,1.0128771271288544,-1.43244469563043,1.2282791757083198,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1.2982223645891036,-0.6600184841162697,-0.35020386455104724,0.5278566871606641,0.8077365626180215,0.45954295093404635,-1.43244469563043,-1.3744864353807589,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1.8466014772717152,-1.1367864376227783,1.378685672134612,0.5699204753635505,-0.9115834940401767,0.3411368974574667,-0.009816137054176019,0.7634996022995557,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
-0.13997945923887817,0.0074566507928420294,1.378685672134612,0.983389912427009,-0.9115834940401767,0.3048737013667674,-1.43244469563043,0.5466024680421324,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1
-1.040148946095241,-0.08789693990845966,-1.0417596792253108,0.431217227706301,-0.9115834940401767,-0.16018938579165296,-0.009816137054176019,1.5646910574137107,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.2982223645891036,-0.18325053060976135,-1.0417596792253108,0.4372729105057929,0.8077365626180215,1.6347204885477364,-1.43244469563043,-1.4984276549564295,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.49117385913167494,0.48422460429935044,1.7244635794717436,0.6391207231492967,0.8077365626180215,1.7035816271473465,0.7014981422339509,0.9848232086846814,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.6780117962104972,-0.27860412131106305,-0.004425957213915414,1.1149271191851775,0.8077365626180215,-0.23763234405007433,-0.009816137054176019,0.258881779741469,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.4223836731210155,-0.5646648934149681,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,0.2936645775819838,-0.009816137054176019,1.6620734442231662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.04626250355898996,0.1981638321954454,1.03290776479748,0.7865476864126004,-0.9115834940401767,1.1120387734559636,-0.009816137054176019,-1.1664422453787409,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.5124633848346144,0.2935174228967471,-1.3875375865624426,0.3527539521024455,-0.9115834940401767,-1.0446525657628767,-0.721130416342303,-1.6887659564476376,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-0.3262214220367463,0.38887101359804876,-1.3875375865624426,0.7809373969674327,-0.9115834940401767,0.23162583954352245,1.4128124215220779,0.22347000271984885,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.05660927926998263,0.5795781950006521,-0.004425957213915414,0.8234489825909674,-0.9115834940401767,-0.22575565652582366,-0.721130416342303,-1.7064718449584475,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.7705368033284771,-1.8996151632331917,-1.7333154938995745,-0.009579231263980102,-0.9115834940401767,-0.947291724355257,-0.721130416342303,-0.8875745013334824,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.3779553005917097,1.1516997392084622,-0.35020386455104724,-0.5737700038102944,-0.9115834940401767,-0.9270938782937008,0.7014981422339509,1.5381322246474958,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.9464319904153525,-0.3739577120123647,-0.004425957213915414,0.9675743614357466,-0.9115834940401767,-0.27093228051997187,0.7014981422339509,0.9582643759184664,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.3773593263107555,-1.1367864376227783,1.378685672134612,1.215543865966245,0.8077365626180215,0.45914926395666855,1.4128124215220779,0.7192348810225305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.9884150675402774,-0.5646648934149681,-1.3875375865624426,-0.3269722412061958,0.8077365626180215,1.3686515616931476,1.4128124215220779,-0.5555890917557937,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.3463189991777775,1.6284676927149706,1.03290776479748,0.03560054743720522,-0.9115834940401767,-0.012031099781775616,0.7014981422339509,1.3123821461346674,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-0.4917698334126291,-1.23214002832408,-0.35020386455104724,0.5237736209156963,-0.9115834940401767,-0.1260627762252652,-0.009816137054176019,1.2194262314529147,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1.0395529718142866,-0.27860412131106305,0.3413519501232164,1.496059620393335,0.8077365626180215,-1.2577791147705282,1.4128124215220779,-1.0070892487814502,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
-0.7193988990544679,-0.4693113027136664,-1.3875375865624426,0.4030361211700456,-0.9115834940401767,0.17982435403694502,-0.009816137054176019,-0.6087067572882239,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.8740045604384039,0.38887101359804876,1.7244635794717436,0.748371754269159,0.8077365626180215,1.6794825587635858,-0.009816137054176019,0.33855827804011424,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
0.10834315782494601,-0.3739577120123647,-0.004425957213915414,1.1898468010272087,0.8077365626180215,0.23590979377262114,-1.43244469563043,0.723661353150233,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.25319801777884343,-1.7089079818305883,1.03290776479748,0.35079127235539426,-0.9115834940401767,-1.4239372771449408,1.4128124215220779,1.6753528606062738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.6810530658958325,-0.9460792562201749,0.3413519501232164,-1.2258476714090278,-0.9115834940401767,-1.150045386625037,-0.009816137054176019,-1.538265904105752,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0669560549809753,-0.18325053060976135,-1.7333154938995745,1.396302407458702,-0.9115834940401767,-0.971813693237685,-0.721130416342303,1.6487940278400586,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.4814230577016364,-1.3274936190253817,-0.004425957213915414,1.3029230222109995,0.8077365626180215,-0.7244854141803299,-0.721130416342303,1.6886322769893813,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-1.3608989931360136,-0.27860412131106305,1.378685672134612,-1.2258476714090278,0.8077365626180215,0.7907154272123808,-0.721130416342303,1.0025290971954914,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.8740045604384039,-1.7089079818305883,-1.3875375865624426,1.638488209226516,0.8077365626180215,-1.3511643089326582,-1.43244469563043,-0.35197137388147803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.13938348495792402,1.533114102013669,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.6794126066593463,1.4128124215220779,-1.71089831708615,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.2842383449118215,-0.6600184841162697,1.378685672134612,-1.2258476714090278,-0.9115834940401767,0.836765674605092,0.7014981422339509,1.6664999163508687,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.1016336260802426,-0.5646648934149681,-0.004425957213915414,0.012298092828129055,-0.9115834940401767,1.637163817045588,-0.009816137054176019,-0.10851540685783975,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-2.426616891368259,0.1981638321954454,1.7244635794717436,0.732499307041558,0.8077365626180215,-0.03110248637360859,-0.009816137054176019,-1.4408835172962966,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.1497302606689167,-0.4693113027136664,-1.3875375865624426,0.32310091589144596,0.8077365626180215,1.240243007195046,-0.009816137054176019,0.8476025727259034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.308569140300096,-0.6600184841162697,-1.0417596792253108,-1.2258476714090278,-0.9115834940401767,0.6324023125342576,1.4128124215220779,1.3743527559225026,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
-1.1125763760721894,-0.27860412131106305,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-1.2880145876351567,-0.721130416342303,-1.5559717926165622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.4954070773789185,-0.4693113027136664,-0.35020386455104724,0.22152238230962296,-0.9115834940401767,1.0284733219172884,0.7014981422339509,-0.4227949279247183,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-1.6299151616218233,0.6749317857019538,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,-1.7072969569127634,-1.43244469563043,-0.480339065584851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.029206196103294,-1.6135543911292867,-0.695981771888179,0.7243601000944535,-0.9115834940401767,0.4965100537758168,-0.721130416342303,1.0866320676218393,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
0.8119239061724478,-0.8507256655188732,1.378685672134612,-1.2258476714090278,0.8077365626180215,0.9003869856034099,-1.43244469563043,0.8874408218752261,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.0468584778399441,0.6749317857019538,-0.35020386455104724,-1.2258476714090278,2.52705661927622,-0.11892024415998563,-0.009816137054176019,-0.6042802851605215,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
-0.1606730106608635,-1.0414328469214764,-0.695981771888179,0.0823437706045412,0.8077365626180215,0.9859758212713994,-1.43244469563043,0.23232294697525388,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-0.036511702128951426,0.48422460429935044,-0.004425957213915414,-1.2258476714090278,2.52705661927622,1.2887854461777652,-0.009816137054176019,0.6439848548515877,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
1.629319187340869,0.5795781950006521,0.6871298574603482,0.6753929553061733,0.8077365626180215,0.8180172017575125,-1.43244469563043,-0.21032426579499758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.3091651145810503,-0.27860412131106305,1.7244635794717436,-1.2258476714090278,0.8077365626180215,0.16561858374988617,-0.721130416342303,-1.0247951372922603,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.2257949346121548,-0.9460792562201749,1.03290776479748,-1.2258476714090278,0.8077365626180215,1.2554922914181668,-0.721130416342303,-0.8654421406949698,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.8222706818834405,0.2935174228967471,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,-0.24532002128941735,0.7014981422339509,0.5111906910205123,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.4022860959799843,-0.3739577120123647,1.7244635794717436,1.5993141087452802,-0.9115834940401767,0.3684301513922223,-1.43244469563043,-1.6622071236814224,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.2671820374561256,0.1981638321954454,1.378685672134612,0.4221788999539574,-0.9115834940401767,-0.6172224062856171,1.4128124215220779,-0.5246037868618761,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.691399841606825,-0.9460792562201749,1.03290776479748,0.3301666270892652,0.8077365626180215,1.6899655178763158,-0.721130416342303,1.5868234180522234,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
0.615335167663587,-1.6135543911292867,1.03290776479748,-1.2258476714090278,0.8077365626180215,-0.007741581072431441,0.7014981422339509,-1.4054717402746766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-2.4576572185012373,-0.4693113027136664,1.378685672134612,-1.2258476714090278,0.8077365626180215,-1.626846397081583,-1.43244469563043,-0.6972361998422743,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.1497302606689167,0.10281024149414371,0.3413519501232164,-1.2258476714090278,-0.9115834940401767,1.0739062597827504,-0.721130416342303,0.19691116995363378,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-0.2848343191927756,0.48422460429935044,0.3413519501232164,-1.2258476714090278,0.8077365626180215,1.1663183654619271,-0.721130416342303,-0.3829566787753957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9050448875713819,-0.7553720748175714,1.378685672134612,0.09917992788595736,-0.9115834940401767,-1.0106403758215394,0.7014981422339509,-1.6489277072983148,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.2677780117370796,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,0.8077365626180215,-0.6877989698109479,1.4128124215220779,-0.6573979506929516,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.29518109490376826,0.6749317857019538,-0.35020386455104724,0.4902272794282505,0.8077365626180215,-1.2016781988241692,-0.009816137054176019,-1.3612070189976515,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1
-0.7090521233434752,-0.6600184841162697,-1.3875375865624426,0.19958127032437928,-0.9115834940401767,-1.5656310282294663,0.7014981422339509,1.024661457834004,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.3913433459880375,-0.27860412131106305,-1.0417596792253108,0.37376757529982507,-0.9115834940401767,-1.0974845234549402,1.4128124215220779,0.7944849071934733,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.4710762819906437,-0.5646648934149681,-0.004425957213915414,1.1797059684586013,-0.9115834940401767,-0.49084714764726767,-0.009816137054176019,-0.43164787218012335,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.7747700215757207,-0.3739577120123647,1.378685672134612,0.26201118652800254,-0.9115834940401767,-0.011135566242245735,-0.009816137054176019,-1.2328393272942786,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
0.35666577488877016,-0.8507256655188732,-0.695981771888179,0.22519563538186405,-0.9115834940401767,-0.6435210093764677,0.7014981422339509,-1.1487363568679307,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.1643102546271529,0.0074566507928420294,0.6871298574603482,0.505963175688639,0.8077365626180215,-1.2669448570751147,1.4128124215220779,-0.32098606898756044,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.9159876375633287,0.2935174228967471,-1.0417596792253108,0.3806832727590162,-0.9115834940401767,-0.2311490290038934,1.4128124215220779,0.4536465533603796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.25319801777884343,-0.27860412131106305,1.378685672134612,0.4760798299237842,-0.9115834940401767,-1.3406210099872649,0.7014981422339509,0.6307054384684803,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.7291497004845064,-1.0414328469214764,1.378685672134612,1.2499486194025073,0.8077365626180215,0.021052865298588744,1.4128124215220779,-0.29000076409364284,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1
-0.23310044063781224,-0.8507256655188732,1.378685672134612,0.8953608569192877,0.8077365626180215,-0.45074219961698886,-0.721130416342303,0.5731613008083475,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
0.18077058780189473,-0.18325053060976135,0.3413519501232164,1.4645333357025436,-0.9115834940401767,0.27036505545351586,0.7014981422339509,-0.34311842962607303,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.4954070773789185,0.1981638321954454,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,-1.1880850430341514,0.7014981422339509,-0.055397741325409575,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.3091651145810503,-0.7553720748175714,1.03290776479748,0.5021732452641317,-0.9115834940401767,1.7325557018962958,-1.43244469563043,-0.6396920621821415,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
0.5015206348426676,-0.4693113027136664,-0.35020386455104724,1.74195313351737,0.8077365626180215,0.3607216073519582,-0.009816137054176019,-0.7857656423963245,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.8362547015607225,-0.4693113027136664,1.03290776479748,0.8485945547152395,0.8077365626180215,-1.0773958803182044,0.7014981422339509,-1.0469274979307728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.24285124206785078,0.0074566507928420294,0.3413519501232164,0.7005053513151716,-0.9115834940401767,0.0007079082905388136,-1.43244469563043,-0.4272214000524208,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.05660927926998263,0.0074566507928420294,0.3413519501232164,-1.2258476714090278,0.8077365626180215,0.712594993484055,0.7014981422339509,0.1393670322935011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.3463189991777775,0.8656389671045572,1.7244635794717436,0.7997291820680158,-0.9115834940401767,1.7048023350012298,-1.43244469563043,-0.6396920621821415,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
-0.26414076777079026,-1.0414328469214764,-0.695981771888179,-1.2258476714090278,-0.9115834940401767,1.4529583063345444,0.7014981422339509,0.4934848025097023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-2.2610684799923764,0.2935174228967471,1.378685672134612,1.2199444292370911,-0.9115834940401767,0.17693308487932127,-0.009816137054176019,-0.7503538653747044,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
